,duration,object,caption,prob
632,632,cup_0.89;potted plant_0.76;oven_0.98;fork_0.54;wine glass_0.57;book_0.58;bottle_0.87;chair_0.82;tie_0.87;suitcase_0.49;vase_0.79,a woman standing in front of a refrigerator .,0.00083
633,633,cup_0.89;potted plant_0.76;oven_0.98;fork_0.54;wine glass_0.57;book_0.58;bottle_0.87;chair_0.82;tie_0.87;suitcase_0.49;vase_0.79,a woman standing in front of a refrigerator .,0.00083
634,634,cup_0.89;potted plant_0.76;oven_0.98;fork_0.54;wine glass_0.57;book_0.58;bottle_0.87;chair_0.82;tie_0.87;suitcase_0.49;vase_0.79,a woman standing in front of a refrigerator .,0.00083
635,635,cup_0.89;potted plant_0.76;oven_0.98;fork_0.54;wine glass_0.57;book_0.58;bottle_0.87;chair_0.82;tie_0.87;suitcase_0.49;vase_0.79,a woman standing in front of a refrigerator .,0.00083
636,636,cup_0.89;potted plant_0.76;oven_0.98;fork_0.54;wine glass_0.57;book_0.58;bottle_0.87;chair_0.82;tie_0.87;suitcase_0.49;vase_0.79,a woman standing in front of a refrigerator .,0.00083
637,637,cup_0.89;potted plant_0.76;oven_0.98;fork_0.54;wine glass_0.57;book_0.58;bottle_0.87;chair_0.82;tie_0.87;suitcase_0.49;vase_0.79,a woman standing in front of a refrigerator .,0.00083
638,638,cup_0.89;potted plant_0.76;oven_0.98;fork_0.54;wine glass_0.57;book_0.58;bottle_0.87;chair_0.82;tie_0.87;suitcase_0.49;vase_0.79,a woman standing in front of a refrigerator .,0.00083
639,639,cup_0.89;potted plant_0.76;oven_0.98;fork_0.54;wine glass_0.57;book_0.58;bottle_0.87;chair_0.82;tie_0.87;suitcase_0.49;vase_0.79,a woman standing in front of a refrigerator .,0.00083
640,640,tie_0.91;train_0.56;potted plant_0.46;refrigerator_0.66,a couple of women standing next to each other .,0.004053
641,641,tie_0.91;train_0.56;potted plant_0.46;refrigerator_0.66,a couple of women standing next to each other .,0.004053
642,642,tie_0.91;train_0.56;potted plant_0.46;refrigerator_0.66,a couple of women standing next to each other .,0.004053
643,643,tie_0.91;train_0.56;potted plant_0.46;refrigerator_0.66,a couple of women standing next to each other .,0.004053
644,644,tie_0.91;train_0.56;potted plant_0.46;refrigerator_0.66,a couple of women standing next to each other .,0.004053
645,645,tie_1.00;wine glass_0.44,a man and a woman standing next to each other .,0.002971
646,646,tie_1.00;wine glass_0.44,a man and a woman standing next to each other .,0.002971
647,647,tie_1.00;wine glass_0.44,a man and a woman standing next to each other .,0.002971
648,648,tie_1.00;wine glass_0.44,a man and a woman standing next to each other .,0.002971
649,649,,a black and white photo of a clock tower .,0.000709
650,650,cup_0.73;sink_0.79;dining table_0.56;knife_0.49;couch_0.84;oven_0.95;potted plant_0.47;bench_0.38;apple_0.44;book_0.48;tie_0.99;chair_1.00;refrigerator_1.00;bottle_0.70;bowl_0.69;handbag_0.83;vase_0.82,a woman standing in front of a refrigerator .,0.003926
651,651,cup_0.73;sink_0.79;dining table_0.56;knife_0.49;couch_0.84;oven_0.95;potted plant_0.47;bench_0.38;apple_0.44;book_0.48;tie_0.99;chair_1.00;refrigerator_1.00;bottle_0.70;bowl_0.69;handbag_0.83;vase_0.82,a woman standing in front of a refrigerator .,0.003926
652,652,cup_0.73;sink_0.79;dining table_0.56;knife_0.49;couch_0.84;oven_0.95;potted plant_0.47;bench_0.38;apple_0.44;book_0.48;tie_0.99;chair_1.00;refrigerator_1.00;bottle_0.70;bowl_0.69;handbag_0.83;vase_0.82,a woman standing in front of a refrigerator .,0.003926
653,653,cup_0.73;sink_0.79;dining table_0.56;knife_0.49;couch_0.84;oven_0.95;potted plant_0.47;bench_0.38;apple_0.44;book_0.48;tie_0.99;chair_1.00;refrigerator_1.00;bottle_0.70;bowl_0.69;handbag_0.83;vase_0.82,a woman standing in front of a refrigerator .,0.003926
654,654,cup_0.73;sink_0.79;dining table_0.56;knife_0.49;couch_0.84;oven_0.95;potted plant_0.47;bench_0.38;apple_0.44;book_0.48;tie_0.99;chair_1.00;refrigerator_1.00;bottle_0.70;bowl_0.69;handbag_0.83;vase_0.82,a woman standing in front of a refrigerator .,0.003926
655,655,cup_0.84;potted plant_0.95;tv_0.72;bottle_0.37;chair_0.53;vase_0.99,a woman in a red dress holding a cell phone .,6.40E-05
656,656,cup_0.84;potted plant_0.95;tv_0.72;bottle_0.37;chair_0.53;vase_0.99,a woman in a red dress holding a cell phone .,6.40E-05
657,657,cup_0.84;potted plant_0.95;tv_0.72;bottle_0.37;chair_0.53;vase_0.99,a woman in a red dress holding a cell phone .,6.40E-05
658,658,cup_0.84;potted plant_0.95;tv_0.72;bottle_0.37;chair_0.53;vase_0.99,a woman in a red dress holding a cell phone .,6.40E-05
659,659,bowl_0.96;bottle_0.69;tie_1.00;chair_0.98,a man and a woman standing next to each other .,0.00266
660,660,tv_0.95;cup_0.88;chair_0.79;vase_0.99;potted plant_0.93,a woman is holding a glass of wine .,0.001148
661,661,tv_0.95;cup_0.88;chair_0.79;vase_0.99;potted plant_0.93,a woman is holding a glass of wine .,0.001148
662,662,tv_0.95;cup_0.88;chair_0.79;vase_0.99;potted plant_0.93,a woman is holding a glass of wine .,0.001148
663,663,tv_0.95;cup_0.88;chair_0.79;vase_0.99;potted plant_0.93,a woman is holding a glass of wine .,0.001148
664,664,tv_0.95;cup_0.88;chair_0.79;vase_0.99;potted plant_0.93,a woman is holding a glass of wine .,0.001148
665,665,handbag_0.86;bottle_0.56;tie_0.99;chair_0.61;book_0.40;bowl_0.93,a man and a woman standing next to each other .,0.001867
666,666,handbag_0.86;bottle_0.56;tie_0.99;chair_0.61;book_0.40;bowl_0.93,a man and a woman standing next to each other .,0.001867
667,667,tv_0.54;cup_0.85;chair_0.51;vase_1.00;potted plant_0.92,a woman holding a bottle of wine in her hand .,0.000518
668,668,tv_0.54;cup_0.85;chair_0.51;vase_1.00;potted plant_0.92,a woman holding a bottle of wine in her hand .,0.000518
669,669,tv_0.54;cup_0.85;chair_0.51;vase_1.00;potted plant_0.92,a woman holding a bottle of wine in her hand .,0.000518
670,670,tv_0.54;cup_0.85;chair_0.51;vase_1.00;potted plant_0.92,a woman holding a bottle of wine in her hand .,0.000518
671,671,tv_0.54;cup_0.85;chair_0.51;vase_1.00;potted plant_0.92,a woman holding a bottle of wine in her hand .,0.000518
672,672,cup_0.90;dining table_0.63;couch_0.81;wine glass_0.39;bottle_0.44;tie_0.98;chair_1.00;refrigerator_0.99;clock_0.55;bowl_0.50,a group of people standing next to each other .,0.003665
673,673,cup_0.90;dining table_0.63;couch_0.81;wine glass_0.39;bottle_0.44;tie_0.98;chair_1.00;refrigerator_0.99;clock_0.55;bowl_0.50,a group of people standing next to each other .,0.003665
674,674,cup_0.86;potted plant_0.93;carrot_0.61;microwave_0.43;tv_0.96;chair_0.97;clock_0.49;vase_0.99,a woman holding a nintendo wii game controller .,0.005435
675,675,cup_0.86;potted plant_0.93;carrot_0.61;microwave_0.43;tv_0.96;chair_0.97;clock_0.49;vase_0.99,a woman holding a nintendo wii game controller .,0.005435
676,676,cup_0.86;potted plant_0.93;carrot_0.61;microwave_0.43;tv_0.96;chair_0.97;clock_0.49;vase_0.99,a woman holding a nintendo wii game controller .,0.005435
677,677,cup_0.86;potted plant_0.93;carrot_0.61;microwave_0.43;tv_0.96;chair_0.97;clock_0.49;vase_0.99,a woman holding a nintendo wii game controller .,0.005435
678,678,cup_0.86;potted plant_0.93;carrot_0.61;microwave_0.43;tv_0.96;chair_0.97;clock_0.49;vase_0.99,a woman holding a nintendo wii game controller .,0.005435
679,679,cup_0.86;potted plant_0.93;carrot_0.61;microwave_0.43;tv_0.96;chair_0.97;clock_0.49;vase_0.99,a woman holding a nintendo wii game controller .,0.005435
680,680,cup_0.57;wine glass_0.46;apple_0.41;book_0.68;bottle_0.79;tie_1.00;chair_0.94;bowl_0.96,a couple of women standing next to each other .,0.008088
681,681,cup_0.57;wine glass_0.46;apple_0.41;book_0.68;bottle_0.79;tie_1.00;chair_0.94;bowl_0.96,a couple of women standing next to each other .,0.008088
682,682,cup_0.57;wine glass_0.46;apple_0.41;book_0.68;bottle_0.79;tie_1.00;chair_0.94;bowl_0.96,a couple of women standing next to each other .,0.008088
683,683,cup_0.57;wine glass_0.46;apple_0.41;book_0.68;bottle_0.79;tie_1.00;chair_0.94;bowl_0.96,a couple of women standing next to each other .,0.008088
684,684,cup_0.57;wine glass_0.46;apple_0.41;book_0.68;bottle_0.79;tie_1.00;chair_0.94;bowl_0.96,a couple of women standing next to each other .,0.008088
685,685,cup_0.57;wine glass_0.46;apple_0.41;book_0.68;bottle_0.79;tie_1.00;chair_0.94;bowl_0.96,a couple of women standing next to each other .,0.008088
686,686,cup_0.57;wine glass_0.46;apple_0.41;book_0.68;bottle_0.79;tie_1.00;chair_0.94;bowl_0.96,a couple of women standing next to each other .,0.008088
687,687,cup_0.57;wine glass_0.46;apple_0.41;book_0.68;bottle_0.79;tie_1.00;chair_0.94;bowl_0.96,a couple of women standing next to each other .,0.008088
688,688,tv_0.89;cup_0.83;vase_1.00;potted plant_0.96;microwave_0.55,a woman and a man are standing in a room,1.60E-05
689,689,tv_0.89;cup_0.83;vase_1.00;potted plant_0.96;microwave_0.55,a woman and a man are standing in a room,1.60E-05
690,690,tv_0.89;cup_0.83;vase_1.00;potted plant_0.96;microwave_0.55,a woman and a man are standing in a room,1.60E-05
691,691,tv_0.89;cup_0.83;vase_1.00;potted plant_0.96;microwave_0.55,a woman and a man are standing in a room,1.60E-05
692,692,wine glass_0.53;book_0.37;bottle_0.55;tie_0.99;refrigerator_0.45;bowl_0.95,a man and a woman standing next to each other .,0.002171
693,693,tv_0.99;cup_0.60;vase_0.99;potted plant_0.92;microwave_0.59,a teddy bear sitting on top of a window sill .,1.50E-05
694,694,tv_0.99;cup_0.60;vase_0.99;potted plant_0.92;microwave_0.59,a teddy bear sitting on top of a window sill .,1.50E-05
695,695,tv_0.99;cup_0.60;vase_0.99;potted plant_0.92;microwave_0.59,a teddy bear sitting on top of a window sill .,1.50E-05
696,696,cup_0.89;dining table_0.45;couch_0.83;bottle_0.54;tie_0.99;chair_0.99;refrigerator_0.99;clock_0.54;bowl_0.36,a group of people standing next to each other .,0.003325
697,697,cup_0.82;dining table_0.48;potted plant_0.93;remote_0.80;couch_0.69;tv_0.99;chair_0.90;vase_0.86,a woman standing in front of a tv holding a wii controller .,0.000875
698,698,cup_0.82;dining table_0.48;potted plant_0.93;remote_0.80;couch_0.69;tv_0.99;chair_0.90;vase_0.86,a woman standing in front of a tv holding a wii controller .,0.000875
699,699,cup_0.82;dining table_0.48;potted plant_0.93;remote_0.80;couch_0.69;tv_0.99;chair_0.90;vase_0.86,a woman standing in front of a tv holding a wii controller .,0.000875
700,700,cup_0.82;dining table_0.48;potted plant_0.93;remote_0.80;couch_0.69;tv_0.99;chair_0.90;vase_0.86,a woman standing in front of a tv holding a wii controller .,0.000875
701,701,cup_0.82;dining table_0.48;potted plant_0.93;remote_0.80;couch_0.69;tv_0.99;chair_0.90;vase_0.86,a woman standing in front of a tv holding a wii controller .,0.000875
702,702,cup_0.82;dining table_0.48;potted plant_0.93;remote_0.80;couch_0.69;tv_0.99;chair_0.90;vase_0.86,a woman standing in front of a tv holding a wii controller .,0.000875
703,703,tv_0.86;chair_0.57;vase_0.99;potted plant_0.72;cup_0.47,a couple of women standing next to each other .,0.003472
704,704,tv_0.86;chair_0.57;vase_0.99;potted plant_0.72;cup_0.47,a couple of women standing next to each other .,0.003472
705,705,tv_0.86;chair_0.57;vase_0.99;potted plant_0.72;cup_0.47,a couple of women standing next to each other .,0.003472
706,706,bottle_0.51;tie_0.99;bowl_0.92,a group of women standing next to each other .,0.000869
707,707,cup_0.90;dining table_0.55;potted plant_0.92;couch_0.84;tv_0.98;bottle_0.87;chair_0.91;suitcase_0.55;traffic light_0.46;vase_0.58,a group of people standing around a table .,0.001632
708,708,cup_0.90;dining table_0.55;potted plant_0.92;couch_0.84;tv_0.98;bottle_0.87;chair_0.91;suitcase_0.55;traffic light_0.46;vase_0.58,a group of people standing around a table .,0.001632
709,709,cup_0.90;dining table_0.55;potted plant_0.92;couch_0.84;tv_0.98;bottle_0.87;chair_0.91;suitcase_0.55;traffic light_0.46;vase_0.58,a group of people standing around a table .,0.001632
710,710,book_0.55;wine glass_0.50,a man in a suit and tie standing in a room .,0.0003
711,711,bottle_0.74;refrigerator_0.92,a man in a suit and tie standing in a kitchen .,0.000405
712,712,bottle_0.74;refrigerator_0.92,a man in a suit and tie standing in a kitchen .,0.000405
713,713,bottle_0.74;refrigerator_0.92,a man in a suit and tie standing in a kitchen .,0.000405
714,714,bottle_0.74;refrigerator_0.92,a man in a suit and tie standing in a kitchen .,0.000405
715,715,cup_0.80;dining table_0.62;potted plant_0.92;couch_0.75;bench_0.44;chair_0.97;vase_0.91,a group of people sitting around a table .,0.005694
716,716,tie_1.00;potted plant_0.60,a couple of men standing next to each other .,0.008045
717,717,tie_1.00;potted plant_0.60,a couple of men standing next to each other .,0.008045
718,718,tie_1.00;potted plant_0.60,a couple of men standing next to each other .,0.008045
719,719,tie_1.00;potted plant_0.60,a couple of men standing next to each other .,0.008045
720,720,tie_1.00;potted plant_0.60,a couple of men standing next to each other .,0.008045
721,721,tie_1.00;potted plant_0.60,a couple of men standing next to each other .,0.008045
722,722,cup_0.38;potted plant_0.79;couch_0.36;tv_0.66;tie_1.00;bed_0.39;vase_0.49,a group of people standing next to each other .,0.002226
723,723,cup_0.38;potted plant_0.79;couch_0.36;tv_0.66;tie_1.00;bed_0.39;vase_0.49,a group of people standing next to each other .,0.002226
724,724,cup_0.38;potted plant_0.79;couch_0.36;tv_0.66;tie_1.00;bed_0.39;vase_0.49,a group of people standing next to each other .,0.002226
725,725,tie_1.00,a couple of men standing next to each other .,0.006023
726,726,tie_1.00,a couple of men standing next to each other .,0.006023
727,727,tie_1.00,a couple of men standing next to each other .,0.006023
728,728,couch_0.45;chair_0.49;knife_0.63;bed_0.83,a woman sitting on a bed holding a book .,0.000245
729,729,couch_0.45;chair_0.49;knife_0.63;bed_0.83,a woman sitting on a bed holding a book .,0.000245
730,730,horse_0.54;tie_1.00;chair_0.53;remote_0.92,a couple of men standing next to each other .,0.006398
731,731,horse_0.54;tie_1.00;chair_0.53;remote_0.92,a couple of men standing next to each other .,0.006398
732,732,horse_0.54;tie_1.00;chair_0.53;remote_0.92,a couple of men standing next to each other .,0.006398
733,733,horse_0.54;tie_1.00;chair_0.53;remote_0.92,a couple of men standing next to each other .,0.006398
734,734,horse_0.54;tie_1.00;chair_0.53;remote_0.92,a couple of men standing next to each other .,0.006398
735,735,tie_0.99;chair_0.76;apple_0.44;cup_0.57,a woman and a man standing next to each other .,0.001041
736,736,tie_0.99;chair_0.76;apple_0.44;cup_0.57,a woman and a man standing next to each other .,0.001041
737,737,tie_0.99;chair_0.76;apple_0.44;cup_0.57,a woman and a man standing next to each other .,0.001041
738,738,tie_1.00;potted plant_0.36,a man and a woman standing next to each other .,0.00236
739,739,tie_1.00;potted plant_0.36,a man and a woman standing next to each other .,0.00236
740,740,tie_1.00;potted plant_0.36,a man and a woman standing next to each other .,0.00236
741,741,tv_0.95;tie_1.00;cup_0.55;microwave_0.37,a man and a woman standing next to each other .,0.002652
742,742,tv_0.95;tie_1.00;cup_0.55;microwave_0.37,a man and a woman standing next to each other .,0.002652
743,743,tv_0.95;tie_1.00;cup_0.55;microwave_0.37,a man and a woman standing next to each other .,0.002652
744,744,tv_0.95;tie_1.00;cup_0.55;microwave_0.37,a man and a woman standing next to each other .,0.002652
745,745,tv_0.95;tie_1.00;cup_0.55;microwave_0.37,a man and a woman standing next to each other .,0.002652
746,746,tv_0.95;tie_1.00;cup_0.55;microwave_0.37,a man and a woman standing next to each other .,0.002652
747,747,tv_0.95;tie_1.00;cup_0.55;microwave_0.37,a man and a woman standing next to each other .,0.002652
748,748,potted plant_0.93;sink_0.65;tie_1.00;chair_0.85;refrigerator_0.46;bird_0.73;vase_0.49,a man and a woman standing next to each other .,0.000851
749,749,potted plant_0.93;sink_0.65;tie_1.00;chair_0.85;refrigerator_0.46;bird_0.73;vase_0.49,a man and a woman standing next to each other .,0.000851
750,750,potted plant_0.93;sink_0.65;tie_1.00;chair_0.85;refrigerator_0.46;bird_0.73;vase_0.49,a man and a woman standing next to each other .,0.000851
751,751,potted plant_0.93;sink_0.65;tie_1.00;chair_0.85;refrigerator_0.46;bird_0.73;vase_0.49,a man and a woman standing next to each other .,0.000851
752,752,potted plant_0.93;sink_0.65;tie_1.00;chair_0.85;refrigerator_0.46;bird_0.73;vase_0.49,a man and a woman standing next to each other .,0.000851
753,753,potted plant_0.93;sink_0.65;tie_1.00;chair_0.85;refrigerator_0.46;bird_0.73;vase_0.49,a man and a woman standing next to each other .,0.000851
754,754,cup_0.86;potted plant_0.74;dining table_0.60;sink_0.97;bottle_0.82;tie_0.44;chair_0.97;refrigerator_1.00;suitcase_0.48;clock_0.53;handbag_0.51;vase_0.98,a group of people standing next to each other .,0.001996
755,755,cup_0.86;potted plant_0.74;dining table_0.60;sink_0.97;bottle_0.82;tie_0.44;chair_0.97;refrigerator_1.00;suitcase_0.48;clock_0.53;handbag_0.51;vase_0.98,a group of people standing next to each other .,0.001996
756,756,cup_0.86;potted plant_0.74;dining table_0.60;sink_0.97;bottle_0.82;tie_0.44;chair_0.97;refrigerator_1.00;suitcase_0.48;clock_0.53;handbag_0.51;vase_0.98,a group of people standing next to each other .,0.001996
757,757,bottle_0.44;chair_0.41;refrigerator_0.92;dining table_0.58,a man and a woman standing next to each other .,0.000414
758,758,bottle_0.44;chair_0.41;refrigerator_0.92;dining table_0.58,a man and a woman standing next to each other .,0.000414
759,759,bottle_0.44;chair_0.41;refrigerator_0.92;dining table_0.58,a man and a woman standing next to each other .,0.000414
760,760,bottle_0.66;bowl_0.41;refrigerator_0.44,a man and a woman playing a video game .,0.00023
761,761,bottle_0.84;potted plant_0.43;chair_0.71;refrigerator_0.71;dining table_0.44,a man and a woman standing next to each other .,0.000884
762,762,potted plant_0.52;wine glass_0.95;bottle_0.35;refrigerator_0.92;suitcase_0.64;vase_0.92,a man and a woman standing next to each other .,0.002859
763,763,potted plant_0.52;wine glass_0.95;bottle_0.35;refrigerator_0.92;suitcase_0.64;vase_0.92,a man and a woman standing next to each other .,0.002859
764,764,potted plant_0.52;wine glass_0.95;bottle_0.35;refrigerator_0.92;suitcase_0.64;vase_0.92,a man and a woman standing next to each other .,0.002859
765,765,dining table_0.58;potted plant_0.72;bottle_0.69;tie_1.00;chair_0.99;refrigerator_0.92;vase_0.82,a man in a suit and tie standing in a room .,0.000857
766,766,dining table_0.58;potted plant_0.72;bottle_0.69;tie_1.00;chair_0.99;refrigerator_0.92;vase_0.82,a man in a suit and tie standing in a room .,0.000857
767,767,dining table_0.58;potted plant_0.72;bottle_0.69;tie_1.00;chair_0.99;refrigerator_0.92;vase_0.82,a man in a suit and tie standing in a room .,0.000857
768,768,dining table_0.58;potted plant_0.72;bottle_0.69;tie_1.00;chair_0.99;refrigerator_0.92;vase_0.82,a man in a suit and tie standing in a room .,0.000857
769,769,bottle_0.63;tie_0.89;vase_0.37;potted plant_0.36,a man in a suit and tie standing next to a woman .,0.000219
770,770,couch_0.52;tie_1.00;chair_0.38;vase_0.85;potted plant_0.76,a man and a woman standing next to each other .,0.001114
771,771,couch_0.52;tie_1.00;chair_0.38;vase_0.85;potted plant_0.76,a man and a woman standing next to each other .,0.001114
772,772,couch_0.52;tie_1.00;chair_0.38;vase_0.85;potted plant_0.76,a man and a woman standing next to each other .,0.001114
773,773,couch_0.52;tie_1.00;chair_0.38;vase_0.85;potted plant_0.76,a man and a woman standing next to each other .,0.001114
774,774,couch_0.52;tie_1.00;chair_0.38;vase_0.85;potted plant_0.76,a man and a woman standing next to each other .,0.001114
775,775,couch_0.52;tie_1.00;chair_0.38;vase_0.85;potted plant_0.76,a man and a woman standing next to each other .,0.001114
776,776,chair_0.48;snowboard_0.40,a group of people standing next to each other .,0.003491
777,777,chair_0.48;snowboard_0.40,a group of people standing next to each other .,0.003491
778,778,chair_0.48;snowboard_0.40,a group of people standing next to each other .,0.003491
779,779,chair_0.48;snowboard_0.40,a group of people standing next to each other .,0.003491
780,780,chair_0.48;snowboard_0.40,a group of people standing next to each other .,0.003491
781,781,bottle_0.39;tie_1.00,a group of men standing next to each other .,0.001646
782,782,couch_0.61;tie_0.99,a man and a woman standing next to each other .,0.001463
783,783,couch_0.61;tie_0.99,a man and a woman standing next to each other .,0.001463
784,784,couch_0.61;tie_0.99,a man and a woman standing next to each other .,0.001463
785,785,tie_0.66,a group of people standing next to each other .,0.005381
786,786,tie_0.66,a group of people standing next to each other .,0.005381
787,787,tie_0.66,a group of people standing next to each other .,0.005381
788,788,couch_0.50;tie_0.99;potted plant_0.57,a man and a woman standing next to each other .,0.001514
789,789,cup_0.66;potted plant_0.93;couch_0.63;tv_0.57;tie_1.00;chair_0.40;bed_0.46;suitcase_0.46;vase_0.99,a man and a woman standing next to each other .,0.001467
790,790,cup_0.66;potted plant_0.93;couch_0.63;tv_0.57;tie_1.00;chair_0.40;bed_0.46;suitcase_0.46;vase_0.99,a man and a woman standing next to each other .,0.001467
791,791,cup_0.66;potted plant_0.93;couch_0.63;tv_0.57;tie_1.00;chair_0.40;bed_0.46;suitcase_0.46;vase_0.99,a man and a woman standing next to each other .,0.001467
792,792,cup_0.66;potted plant_0.93;couch_0.63;tv_0.57;tie_1.00;chair_0.40;bed_0.46;suitcase_0.46;vase_0.99,a man and a woman standing next to each other .,0.001467
793,793,cup_0.57;potted plant_0.87;sink_0.84;teddy bear_0.59;bottle_0.61;tie_0.99;refrigerator_1.00;clock_0.35,a man and a woman standing next to each other .,0.001619
794,794,cup_0.57;potted plant_0.87;sink_0.84;teddy bear_0.59;bottle_0.61;tie_0.99;refrigerator_1.00;clock_0.35,a man and a woman standing next to each other .,0.001619
795,795,cup_0.57;potted plant_0.87;sink_0.84;teddy bear_0.59;bottle_0.61;tie_0.99;refrigerator_1.00;clock_0.35,a man and a woman standing next to each other .,0.001619
796,796,cup_0.57;potted plant_0.87;sink_0.84;teddy bear_0.59;bottle_0.61;tie_0.99;refrigerator_1.00;clock_0.35,a man and a woman standing next to each other .,0.001619
797,797,cup_0.57;potted plant_0.87;sink_0.84;teddy bear_0.59;bottle_0.61;tie_0.99;refrigerator_1.00;clock_0.35,a man and a woman standing next to each other .,0.001619
798,798,cup_0.57;potted plant_0.87;sink_0.84;teddy bear_0.59;bottle_0.61;tie_0.99;refrigerator_1.00;clock_0.35,a man and a woman standing next to each other .,0.001619
799,799,cup_0.78;sink_0.62;potted plant_0.66;couch_0.99;dining table_0.37;tie_0.52;chair_1.00;refrigerator_0.98,a woman standing in a living room next to a couch .,0.000185
800,800,cup_0.78;sink_0.62;potted plant_0.66;couch_0.99;dining table_0.37;tie_0.52;chair_1.00;refrigerator_0.98,a woman standing in a living room next to a couch .,0.000185
801,801,couch_0.38;bottle_0.47;cup_0.52;tv_0.42,a woman sitting at a table with a plate of food .,0.000444
802,802,couch_0.38;bottle_0.47;cup_0.52;tv_0.42,a woman sitting at a table with a plate of food .,0.000444
803,803,couch_0.38;bottle_0.47;cup_0.52;tv_0.42,a woman sitting at a table with a plate of food .,0.000444
804,804,couch_0.38;bottle_0.47;cup_0.52;tv_0.42,a woman sitting at a table with a plate of food .,0.000444
805,805,couch_0.38;bottle_0.47;cup_0.52;tv_0.42,a woman sitting at a table with a plate of food .,0.000444
806,806,couch_0.38;bottle_0.47;cup_0.52;tv_0.42,a woman sitting at a table with a plate of food .,0.000444
807,807,couch_0.38;bottle_0.47;cup_0.52;tv_0.42,a woman sitting at a table with a plate of food .,0.000444
808,808,book_0.57;bottle_0.82;handbag_0.36;wine glass_0.47;cup_0.66,a man in a suit and tie standing in a room .,0.001392
809,809,book_0.57;bottle_0.82;handbag_0.36;wine glass_0.47;cup_0.66,a man in a suit and tie standing in a room .,0.001392
810,810,cup_0.63;potted plant_0.74;dining table_0.89;couch_0.66;bottle_0.51;tie_0.97;chair_0.99;vase_0.84,a group of people standing around a table .,0.002324
811,811,cup_0.63;potted plant_0.74;dining table_0.89;couch_0.66;bottle_0.51;tie_0.97;chair_0.99;vase_0.84,a group of people standing around a table .,0.002324
812,812,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
813,813,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
814,814,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
815,815,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
816,816,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
817,817,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
818,818,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
819,819,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
820,820,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
821,821,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
822,822,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
823,823,cup_0.92;potted plant_0.88;dining table_0.92;couch_0.98;bicycle_0.39;wine glass_0.76;book_0.57;bottle_0.87;chair_0.74;vase_0.93,a man in a suit and tie standing in a room .,0.000724
824,824,cup_0.73;potted plant_0.91;surfboard_0.42;bottle_0.94;chair_0.57;bed_0.59;vase_0.97,a woman sitting on a couch holding a laptop .,0.000552
825,825,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
826,826,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
827,827,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
828,828,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
829,829,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
830,830,potted plant_0.52;couch_0.85;wine glass_0.81;bottle_0.99;chair_0.54;bed_0.76,a couple of people that are sitting on a bed,0.000343
